,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
152893,76734,Sivert Mattsson,M,24.0,173.0,,Sweden,SWE,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
152894,76734,Sivert Mattsson,M,24.0,173.0,,Sweden,SWE,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
152895,76735,Sofia Magdalena Mattsson,F,18.0,164.0,56.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",
152896,76735,Sofia Magdalena Mattsson,F,22.0,164.0,56.0,Sweden,SWE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",
152897,76735,Sofia Magdalena Mattsson,F,26.0,164.0,56.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Bronze
152900,76738,Elin Ida Mattsson-Marko-Varga,F,19.0,170.0,65.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
152901,76738,Elin Ida Mattsson-Marko-Varga,F,23.0,170.0,65.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
152902,76738,Elin Ida Mattsson-Marko-Varga,F,23.0,170.0,65.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
152903,76738,Elin Ida Mattsson-Marko-Varga,F,23.0,170.0,65.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
152904,76738,Elin Ida Mattsson-Marko-Varga,F,27.0,170.0,65.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
152905,76738,Elin Ida Mattsson-Marko-Varga,F,31.0,170.0,65.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
152906,76738,Elin Ida Mattsson-Marko-Varga,F,31.0,170.0,65.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
153333,76955,Jimmy Mayanja,M,29.0,166.0,54.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,
153885,77255,Jill Nichole McCabe,F,21.0,174.0,56.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,
153886,77255,Jill Nichole McCabe,F,21.0,174.0,56.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",
155867,78259,Sara Michaela Meijer,F,23.0,172.0,60.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,
156075,78375,Ann Eva Margareta Melander,F,18.0,166.0,60.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
156076,78375,Ann Eva Margareta Melander,F,18.0,166.0,60.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Slalom,
156197,78443,Anders Melin,M,26.0,178.0,70.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Marathon,
156198,78444,Bengt Einar Melin,M,31.0,,,Lotta IV,SWE,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,
156199,78444,Bengt Einar Melin,M,35.0,,,Lotta IV,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Two Person Keelboat,
156200,78445,Douglas Edvard Melin,M,16.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,
156201,78446,Gte Hjalmar Erik Melin,M,26.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Lightweight, Freestyle",
156202,78447,Viktor Melin,M,21.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",
156242,78465,Hjalmar Stefanus Mellander,M,25.0,183.0,80.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 800 metres,
156243,78465,Hjalmar Stefanus Mellander,M,25.0,183.0,80.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,
156244,78465,Hjalmar Stefanus Mellander,M,25.0,183.0,80.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Javelin Throw, Freestyle",
156245,78465,Hjalmar Stefanus Mellander,M,25.0,183.0,80.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Pentathlon (Ancient),Gold
156247,78467,Erik Hugo Mellbin,M,18.0,,,Elsie,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver
156251,78471,Sten Robert Fredrik Mellgren,M,23.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Bronze
156294,78493,Lars Gusten Fredrik Mellstrm,M,23.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Bantamweight,
156786,78751,Petter Menning (strm-),M,28.0,187.0,92.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
156851,78785,"Bjrn Tommy ""Tom"" Mentzer",M,28.0,178.0,78.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
157684,79159,Karl Helge Meuller,M,27.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
157685,79159,Karl Helge Meuller,M,27.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",
158560,79596,John Fredrik Mikaelsson,M,34.0,183.0,73.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 10 kilometres Walk,Gold
158561,79596,John Fredrik Mikaelsson,M,38.0,183.0,73.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,Gold
158562,79597,Sven Gran Mikaelsson,M,28.0,170.0,67.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
158563,79597,Sven Gran Mikaelsson,M,28.0,170.0,67.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom,
158887,79769,Malin Kristina Milbourn,F,24.0,,,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's One Person Dinghy,
158903,79778,Stig Hkan Mild,M,21.0,182.0,79.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
158904,79779,Hans Hjalmar Mild,M,29.0,187.0,86.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
159441,80023,Gran Alexander Sjstrm Miloevi,M,24.0,192.0,80.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
159504,80049,Kjell-Rune Milton,M,23.0,181.0,83.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
159506,80051,Jack Rikard Milton,M,19.0,185.0,78.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
159507,80051,Jack Rikard Milton,M,23.0,185.0,78.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
160880,80736,Lars-Erik Moberg,M,22.0,185.0,88.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
160881,80736,Lars-Erik Moberg,M,26.0,185.0,88.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
160882,80736,Lars-Erik Moberg,M,26.0,185.0,88.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
160883,80736,Lars-Erik Moberg,M,26.0,185.0,88.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
160884,80736,Lars-Erik Moberg,M,31.0,185.0,88.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
160885,80737,Karl Gustaf Lennart Moberg,M,29.0,190.0,73.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Triple Jump,
160886,80738,Karl Osvald Moberg,M,19.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
160891,80740,Wilhelm Reinhold Moberg,M,37.0,,,Ilderim,SWE,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,
161003,80793,Bror Oscar Anders Modigh,M,21.0,168.0,61.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 5,000 metres",
161004,80794,Jan Fredrik Modin,M,31.0,193.0,99.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
161005,80794,Jan Fredrik Modin,M,35.0,193.0,99.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
161006,80795,Jesper Olof Modin,M,21.0,200.0,91.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Sprint,
161150,80866,Nils Arne Torgny Mogren,M,20.0,174.0,69.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
161151,80866,Nils Arne Torgny Mogren,M,20.0,174.0,69.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
161152,80866,Nils Arne Torgny Mogren,M,24.0,174.0,69.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
161153,80866,Nils Arne Torgny Mogren,M,24.0,174.0,69.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
161154,80866,Nils Arne Torgny Mogren,M,24.0,174.0,69.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
161155,80866,Nils Arne Torgny Mogren,M,24.0,174.0,69.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
161156,80866,Nils Arne Torgny Mogren,M,28.0,174.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
161157,80866,Nils Arne Torgny Mogren,M,28.0,174.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
161158,80866,Nils Arne Torgny Mogren,M,28.0,174.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
161159,80866,Nils Arne Torgny Mogren,M,28.0,174.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
161160,80866,Nils Arne Torgny Mogren,M,30.0,174.0,69.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
161161,80866,Nils Arne Torgny Mogren,M,30.0,174.0,69.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
161162,80866,Nils Arne Torgny Mogren,M,34.0,174.0,69.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
161259,80920,Hassan Mustafa Mohamed,M,25.0,171.0,54.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 3,000 metres Steeplechase",
161260,80920,Hassan Mustafa Mohamed,M,29.0,171.0,54.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
161496,81076,Nils Edward Josef Molander,M,30.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,
161497,81076,Nils Edward Josef Molander,M,34.0,,,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,
161593,81121,Lars-Erik Molin,M,23.0,181.0,80.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
161594,81121,Lars-Erik Molin,M,31.0,181.0,80.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
161714,81188,Edvard Carl Mller,M,24.0,185.0,81.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,
161715,81188,Edvard Carl Mller,M,24.0,185.0,81.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,
161719,81191,Frans Baillieu Mller,M,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",
161720,81191,Frans Baillieu Mller,M,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
161721,81192,Frans Julius Mller,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Men's Singles,
161722,81192,Frans Julius Mller,M,25.0,,,Sweden-2,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Men's Doubles,
161723,81192,Frans Julius Mller,M,25.0,,,Sweden-4,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",
161724,81192,Frans Julius Mller,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Men's Singles, Covered Courts",
161725,81193,Sven Gsta Mller,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
161726,81193,Sven Gsta Mller,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
161728,81195,Henning Fabian Gotthard Mller,M,26.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,
161731,81198,Ivan Mauritz Mller,M,28.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
161732,81198,Ivan Mauritz Mller,M,28.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,
161733,81198,Ivan Mauritz Mller,M,28.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
161734,81199,Leif ke Mller,M,42.0,180.0,123.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Two Person Keelboat,
161735,81200,Lena Elisabet Mller,F,23.0,171.0,60.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,
161740,81202,Malte Verner Mller,M,34.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
161882,81272,Carl Johan Styrbjrn Molund,M,24.0,165.0,68.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,
161883,81272,Carl Johan Styrbjrn Molund,M,28.0,165.0,68.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,
162201,81442,Sven Magnus Montan,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,
162406,81540,Elna Charlotta Elvira Montgomery (-Bckman),F,22.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Women's Singles,
163039,81852,Bengt Morberg,M,22.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
163206,81934,Pia Christine Morelius,F,31.0,163.0,65.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
163218,81940,Henrik Hjalmar Simon Morn,M,35.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",
163219,81940,Henrik Hjalmar Simon Morn,M,35.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Gold
163727,82184,Helmer Fredrik Gustafsson Mrner,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold
163728,82184,Helmer Fredrik Gustafsson Mrner,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
164048,82337,Tommy Jan Mrth,M,24.0,178.0,87.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
164297,82472,Karl Fredrik Jannson Mossberg,M,34.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
164298,82472,Karl Fredrik Jannson Mossberg,M,34.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, 1,000 Yards",
164322,82489,Malin Sofi Mostrm,F,25.0,164.0,56.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,
164323,82489,Malin Sofi Mostrm,F,29.0,164.0,56.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
165406,83081,Henning Christian Gottfrid Mller,M,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Singles,
165407,83081,Henning Christian Gottfrid Mller,M,23.0,,,Sweden-1,SWE,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,
165408,83081,Henning Christian Gottfrid Mller,M,27.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Singles,
165409,83081,Henning Christian Gottfrid Mller,M,27.0,,,Sweden-2,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Mixed Doubles,
165410,83081,Henning Christian Gottfrid Mller,M,27.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,
166033,83381,Stig Nils Hakon Munthe-Sandberg,M,32.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",
166034,83381,Stig Nils Hakon Munthe-Sandberg,M,32.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",
166394,83570,Douglas Thomas Lars Murray,M,29.0,190.0,108.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
166697,83731,"Saara Johanna ""Sara"" Mustonen",F,27.0,161.0,58.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Road Race, Individual",
166698,83731,"Saara Johanna ""Sara"" Mustonen",F,35.0,161.0,58.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
166920,83869,Herman Joel Myhrberg,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
166928,83872,Per Andr Myhrer,M,23.0,189.0,93.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,
166929,83872,Per Andr Myhrer,M,27.0,189.0,93.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
166930,83872,Per Andr Myhrer,M,27.0,189.0,93.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
166931,83872,Per Andr Myhrer,M,31.0,189.0,93.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
167029,83919,Lars Mikael Myrberg (Lundgren-),M,23.0,175.0,63.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,Bronze
167032,83922,Klara Lovisa Myrn,F,18.0,172.0,69.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
167033,83923,Ursula Elizabeth Myrn,F,26.0,158.0,56.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Lightweight,
167034,83923,Ursula Elizabeth Myrn,F,30.0,158.0,56.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
167035,83924,Rasmus Paul Myrgren,M,29.0,175.0,83.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy,
167036,83924,Rasmus Paul Myrgren,M,33.0,175.0,83.0,Sweden,SWE,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,Bronze
167681,84246,Bengt Njde (Carlsson-),M,22.0,170.0,58.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",
168284,84563,Ludmila Viktorovna Narozhilenko-Engquist (Leonova-),F,32.0,174.0,66.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,Gold
168292,84569,Lars Eric Peter Narup,M,28.0,189.0,82.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,
168293,84569,Lars Eric Peter Narup,M,32.0,189.0,82.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,
168294,84569,Lars Eric Peter Narup,M,36.0,189.0,82.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,
168395,84625,Sten Markus Nslund,M,28.0,184.0,90.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
168396,84626,Mats Torsten Nslund,M,20.0,170.0,73.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
168397,84626,Mats Torsten Nslund,M,32.0,170.0,73.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
168398,84626,Mats Torsten Nslund,M,34.0,170.0,73.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
168400,84628,Sandra Catrin Nslund,F,17.0,167.0,63.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,
168446,84657,Bo Anders Hkan Nsstrm,M,23.0,178.0,75.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Luge,Luge Men's Singles,
168447,84658,Grd Anneli Nsstrm (-Gomo),F,18.0,164.0,61.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Women's Singles,
168496,84691,Ingrid Erna Louise Nathhorst,F,29.0,168.0,56.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",
168497,84691,Ingrid Erna Louise Nathhorst,F,29.0,168.0,56.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
168498,84691,Ingrid Erna Louise Nathhorst,F,33.0,168.0,56.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",
168499,84691,Ingrid Erna Louise Nathhorst,F,33.0,168.0,56.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",
168500,84691,Ingrid Erna Louise Nathhorst,F,41.0,168.0,56.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",
168501,84691,Ingrid Erna Louise Nathhorst,F,41.0,168.0,56.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",
168502,84691,Ingrid Erna Louise Nathhorst,F,49.0,168.0,56.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",
168503,84691,Ingrid Erna Louise Nathhorst,F,49.0,168.0,56.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",
168531,84703,Dag Ntterqvist,M,38.0,175.0,69.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",
168573,84722,Frans ke Theodor Nauman,M,28.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,
168574,84723,Frans Johan Theodor Nauman,M,34.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
